Tweet,Etiket
Sebebini söylerim ama yine linç yemekten korkuyorum siz bulun daha iyi ,Negatif
Sabunlanan fare çok ürkütücü değil mi?,Negatif
Öldün mü kaldın mı endişelendim,Negatif
Hocam ehliyet alabilecek miyim? Durum vahim mı hocam korkuyorum hocam,Negatif
İnsan saç kestirmekten korkar mı.. Korkuyorum yeminle. Ama kestirmem de lazım artık.,Negatif
Seni tekrar göreceğim günü beklerken ölmekten korkuyorum,Negatif
"mecbur kalmadıkça kimseye alışmamaya çalışıyorum, alışınca kaybetmekten korkuyorum ve ben korkmaktan hoşlanmam",Negatif
Böcek hala odamda bırr ürktüm,Negatif
Sanki korku filmi izliyoruz ürktüm ya ,Negatif
Gizli tanığı gece rüyamda görsem korkarım ürktüm,Negatif
Onu görünce ben de ürktüm bir başta sonra yeni hesap yazısını gördüm.,Negatif
inşallah gözlerim bozulmuştur yanlış görmüşümdür resmen ürktüm,Negatif
Aklıma korku filmlerindeki ranza sahneleri geldi sanki biri arkamda beni izliyormuş gibi ürktüm.,Negatif
Temizlik şirketlerinin çoğalması endişe verici kimse evde temizlik yapmıyor mu? ,Negatif
Son görülme saatin endişe verici rakamlara ulaştı.,Negatif
"Yaşarsa konuşma ihtimali çok yüksek onun icin daha endişe verici, ölürse sorun ortadan kalkar!",Negatif
Bütün beterin beteri vardır örneklerini kendi hayatımdan verebilmem çok endişe verici.,Negatif
"Fed/Evans, ""ABD'de enflasyon bekleyişlerindeki düşüş endişe verici""",Negatif
"Seriyi Amazon'un üstlenmesinden daha endişe verici bir şey varsa, o da seriyi PJ'den başkasının eline bırakmak.",Negatif
çapraz masamızda oturan insanların bizle tam olarak aynı siparişi verdiği hafif korkutucu günden merhaba,Negatif
Şu an dışardan korkutucu sesler geliyor sanki kıyamet,Negatif
Dünya daha korkutucu bir hal aldıkça sanat da daha soyut hale geliyor.,Negatif
Gündüzün sessizliği geceden daha korkutucu benim için... ,Negatif
Ölüm mü bu yoksa araftamıyım özgür bu her ne ise yaşamaktan daha korkunç,Negatif
"Ölüm ve acı çekmek korkunç şeyler değildir; korkunç olan, bunlardan korku duymaktır.",Negatif
"Korkunç olan ölüm değil, yaşanan ya da yaşanamayan hayatlardır",Negatif
Ölüm kötü insanlar için çok korkunç bir bekleyiştir. ,Negatif
Arkadaşlar her an birbirimizin ölüm haberini alabiliriz sizce de bu çok korkunç değil mi,Negatif
Sabah sabah ölüm haberiyle uyanmak... Babasız kalmanın acısı korkunç bir şey değil mi? ,Negatif
Çamlıca Televizyon Radyo Kulesi inşaatında korkunç ölüm! 220 metre yükseklikten aşağıya düştü,Negatif
Benim çok oluyor bir anda nefesim kesiliyor sanki ölüm anını yaşıyorum çok korkunç ,Negatif
"Sevenler Ölüme bile birlikte yürürler, çünkü ölüm bile ayrılıktan daha korkunç değildir.",Negatif
Kendimi burada bulmaktan korkuyorum ,Negatif
Yalçın Çetin'le Reha Kapsal bir gün öpüşecek diye çok korkuyorum.,Negatif
Yine pasaport kaybetme gibi bir olay mı oldu acaba çok endişelendim,Negatif
Ya sen iyi kalbinden dolayı bir gün çok kötü sakatlanacaksın ondan korkuyorum,Negatif
Lütfen yaşlı amcalar ve aşırı kaslı erkekler beni takip etmesin korkuyorum çünkü,Negatif
Bir torba ilaç içtim. Yarın iş var. Dışarı çıkmaya korkuyorum. ,Negatif
Evlenmeyin amk sırana bana geliyor diye çok korkuyorum.,Negatif
Bir an çatıdan atlıyacak sandım ödüm koptu ,Negatif
Kabus gördüm amk ödüm koptu,Negatif
Risk almaktan hiç korkmadım ama sevdiklerimi üzerim diye ödüm koptu hep... ,Negatif
"Ayakta gittiğim dolmuşta şoför emniyet kemerini takmamış, endişelendim",Negatif
Fernando ikinci sarıyı görecek diye ödüm koptu,Negatif
tam filme daldım bir anda telefonum çalmaya başladı ödüm koptu,Negatif
Bilgisayarım açılmıyordu kafamı klavye kısmına koyup çaresizce beklerken birden açıldı ödüm koptu lan,Negatif
En ürkütücü kısım dünyanın en büyük bilim adamlarından birinin eşcinsel olduğu için ölmek zorunda kalması :(,Negatif
Payitaht İstanbul daha ürkütücü ama Dünya için ;),Negatif
inanılmaz ürkütücü.. umarım 10.dk yalandan sakatlanır :( ,Negatif
Gök gürültüsü neyse de o şimşek kısmı sizce de biraz ürkütücü değil mi,Negatif
Küçükken radyoyu her açışımda ilaç gibi radyo diyordu ürkütücü ses hala kulaklarımda çınlıyor,Negatif
Göğsü öne verip direksiyona yapışmakta istemezsin inşallah endişelendim..,Negatif
1997 yılında bir hastalık geçirmiştim Samatya SSK'da yatmam gerekti vallahi kaçtım hastaneden yatmadan. O kadar korkunçtu ki.,Negatif
Hayatımda ilk defa düdüklü tencere patlamasına denk geldim. O da benim çorba yapışıma denk geldi. Korkunçtu. İyiyim.,Negatif
"Yalnızlığın korkunçtu bahanesi. Her nefes alışında cigerine batıyor, battıkça alıştırıyor ve aynı yerden tekrar tekrar kanatıyordu. ",Negatif
"Dudağımın iki farklı kısmında uçuk çıkmaya başlıyor, gördüğüm rüyalar o derece korkunçtu",Negatif
Gözlerimi hate my life diye fısıldayarak açtım BİRAZ KORKUNÇTU,Negatif
Hepimizin o an araba çarpsa da burda bitse dediği bir an vardır. Ben hangi cadde de öldüğümü hatırlıyorum. Korkunçtu,Negatif
Gözümü kapıyorum o an geliyor Allah'ım ne korkunçtu ya,Negatif
Dün kadıköy leş gibiydi leş önünden geçme gafletinde bulundum çok korkunçtu,Negatif
Üniversitenin itiraf sayfasında az önce tam olarak kendimi selfie çekiyordum cümlesini okudum. Korkunçtu.,Negatif
Rüya da muğlaya gitmiştim geri gelemiyodum çok korkunçtu ya,Negatif
Müslüman olan bir anda patlayacak diye çok korktum.,Negatif
gizem bana küstü zannetmiştim çok korktum allahtan küsmemiş yeniden doğmuş gibiyim,Negatif
istanbulda 30dk yalnız kaldım korktum köylü olduğum için,Negatif
Kızlar gratise ne yapmışsınız öyle korktum,Negatif
telefonumu titreşime almıştım mertcanın bildirimlerinden sonra daha da almam korktum amk,Negatif
Bu gece herkes borunun içinden geçen tesisatçı görücek rüyasında kabus gibi,Negatif
Bu hafta kabus gibi bir hafta. Bütün branşlarda yenilmişiz ,Negatif
Kadın basketbol takımımız da yenildi kabus gibi bir haftasonu daha..,Negatif
Korkutucu bir hava var,Negatif
Tepki geldi biraz gelmemesi korkutucu olabilirdi ..sertleşmesi farklılaştırır yönü,Negatif
Elektrik gidince İdil sokağı. Böyle bir karanlıkta okula gitmek korkutucu oldu. ,Negatif
"bazen hayat yalnız kalmamak için verdiğimiz mücadeleden ibaret diye düşünüyorum, çok korkutucu",Negatif
Yarın hayatımın en korkutucu sınavına hiç çalışmamış olarak girmenin haklı gururunu yaşıyorum... Totem yaptım... ,Negatif
Durduk yere endişelendim şu an.,Negatif
Elektrikli battaniye mi?? Uçurumdan ip üstünde geçmek daha az korkutucu,Negatif
Hissiz kalmak yalnız kalmaktan daha korkutucu.,Negatif
Herşey yolunda. Ve bu çok korkutucu.,Negatif
Çok huzurluyum ama içinde bulunduğum huzur çok korkutucu.,Negatif
"Eğer yanıtlarım seni korkutuyorsa, korkutucu sorular sormaktan vazgeçmelisin.",Negatif
çok korkutucu birşey izledim uykum var ama uyuyamıyorum,Negatif
daha fazla büyümek istemiyorum çok korkutucu,Negatif
İçinizde öldürdüğünüz kişiyi karşınızda görmek çok korkutucu değil mi?,Negatif
"Zaman geçtikçe, beni tanıyan insan sayısının azlığına daha çok şahit oluyorum. Tanıdıklarını sandıklarımın da azalması endişe verici..",Negatif
Efes'in 16 basketin ancak altısını asist üzerinden bulabilmesi biraz endişe verici. Guardlar toplam 1 asist.,Negatif
Nankörlük seviyen endişe verici boyutlara ulaştı,Negatif
Bu durum pek çok dünya ülkesinde bu şekilde. Aşağıdaki haberdeki gelişmeler Türkiye adına endişe verici.,Negatif
İstikrarsızlık giderek yayılıyor olması endişe verici. ,Negatif
Dünya gittikçe daha endişe verici bir yer olmaya başladı.,Negatif
Endişe verici bir sakinlik bu içinden hiç çıkmak istemediğim,Negatif
Aşıların işe yaramadığını zannedenlerin sayısının artması endişe verici. Artık her yerdeler.,Negatif
Ya köpekbalıkları insan eti yemezler öyle korku filmi mi olur,Negatif
Korkupta korku filmi izleyen bizdendir,Negatif
"Sonra durdum ve dedim ki, korku filmi izleme, metal müzik dinleme! Psikolojin bozuluyor. ",Negatif
gök gürlüyor ve ben evde tek başımayım bu benim için korku filmi gerilim 9.9,Negatif
İstanbul bugün Mordor'a benziyor. Evim de 12. kat olunca korku filmi gibi bir gün resmen.,Negatif
birazdan İstanbul'da kıyamet kopacak bu nasıl bir havadır korku filmi gibi,Negatif
Rüya değil bu bildiğin korku filmi mk,Negatif
şimdi korku dolu rüyanın ardından iyi bir korku filmi güzel gider değil mi,Negatif
"Evdekilerden biri kalkıp tuvalete gitti şu an. Korku filmi gibi, ALLAH YARDIM ET ",Negatif
"Sabah 7.15 den bu saate kadar geçen zamanım kâbus gibiydi, en iyisi ben bi uyuyum kalkıyım geçer belki",Negatif
Çok fena fırtına geliyor kaçışın çabuk. Fotoda tam çıkmadı kabus gibi. ,Negatif
O kadar çok kabus gördüm ki bilinçaltım pert galiba,Negatif
Dün gece bi kabus gördüm ince dilim peynirli pizzamı biriyle paylaşıyordum,Negatif
Kabus gördüm başakşehir bize 5 tane atıyordu neyse ki çok uzun sürmedi uyandım. ,Negatif
uzun zamandır aynı bu tipte kabus görmüyordum ve hiç özlememişim,Negatif
Rüyamda aşırı büyük deprem oluyordu. Yol kenarındayken yakalanıyordum ve kocaman kocaman binaların yıkıldığını görüyordum. Kabus ,Negatif
1 haftadır her gün kabus görüyorum yeter Allah'ım ne istiyorsun benden,Negatif
Kötü rüya.. kabus.. hem de güzel başlayan..,Negatif
Gördüğüm kabus yüzünden hala kendime gelemedim,Negatif
Kabus demek gördüklerimin yanında hafif kalırdı.Aylarca etkisinden kurtulamayacağım,Negatif
Bir depo benzine 1000? veriyordum. Arabaya geçip ağladım. Kabus görmüşüm bildiğin ,Negatif
Türkçe YouTube'un karanlık köşeleri çok korkunç ya. İnsanlar Ortaçağ'da falan yaşıyolar.,Negatif
Rüyada annemin öldüğünü görünce yanına gidip mıncıra mıncıra seviyorum. Çok korkunç. Ya gerçek olsa !!,Negatif
Türkiye'de çocuk olmanın bedeli korkunç... Bebek ölüm hızı binde 12... 2016'da zorla... ,Negatif
44 mürettebatı bulunan Arjantin denizaltısından 4 gündür haber alınamıyormuş. Öldülerse korkunç bir ölüm bu.,Negatif
Sayenizde öğrendik; zehirli olmasa da görüntüsü ürkütücü... ,Negatif
Hayaller hep ürkütücü oldu.. ne zaman neyin güzel olacağını hayal etsem hep olduğundan daha kötüsü oldu... ,Negatif
ilk defa hesabı gizledim hesap kapanır diye endişelendim ,Negatif
ya şu flash tv deki haber sunan adam ne ürkütücü haber sunuyor ya,Negatif
"Haber kanalı ilginç, haberin yeri ilginç, haber ürkütücü. ",Negatif
Uçaktan inince herkesin önüne geçmek gibi bir hata yaptım arkamda 100 kişi var yanlış yöne gideceğim diye ödüm koptu,Negatif
Şefika ödüm koptu bi irkilmeden giremedim şu odaya ,Negatif
O nasıl rüzgardı ödüm koptu,Negatif
Şarjım 1 di ekran kapanınca telefon kapandı sandım ödüm koptu,Negatif
Hiçbir zaman gitmeyen wifi noldu ay geldi yazarken ödüm koptu Allah'ım ay bayılacaktım,Negatif
Hesap sınırlandırıldı askıya alındı diye ödüm koptu sabit tvitime yazık olurdu,Negatif
kan sırasında beklerken tekerlekli sandalyedeki yaşlı teyze öyle bir uyumuş ki öldü sandım ödüm koptu,Negatif
Annemin kahvaltı hazırlamayı unutmuşsun demesiyle irkildim.,Negatif
Akşam yemeğini yemeyip filtre kahve içmiştim. Rengim atmış kendimi görünce irkildim :/,Negatif
"Ders çalışırken yan apartmandan bir ölüm haberiyle irkildim, Azrail bu kadar yakınımıza geliyorken bu neyin kibri, tavrı? ",Negatif
Şu an bile irkildim bu film hayatımı kaydırdı bilimkurguya düşman etti ,Negatif
Bence survivor gönüllülerinden en güçlü bu olucak korktum,Negatif
İzmir'de facia; 2 kardeş ölü bulundu ,Negatif
Gemileri yakmaya meyilliyim diye vapura binmeye korktum.,Negatif
Mısır'daki olayda ölü sayısı 331'i geçmiş. Kendilerini dinin sahibi gören hasta ruhluların yarattığı facia.!',Negatif
Türkmen kentinde büyük facia: 20 ölü 100 yaralı ,Negatif
Bursa'dan facia haberi! Fabrikada patlama!... Ölü ve yaralılar var,Negatif
Düğün dönüşü facia: 3 ölü 17 yaralı,Negatif
"ABD, hala yasal olan bireysel silahlanma ve yine facia bu kez Texas'ta bir kilise, onlarca ölü, toplum olarak ödenen bedel.",Negatif
Dünyanın en saçma rüyasını gördüm ama çok korkunçtu,Negatif
2012 yılında Mısır'da Al Ahly maçından sonra 75 ölü ve 1000'den fazla yaralının olduğu büyük bir facia yaşanmıştı. Lig iptal edilmişti.,Negatif
Ralli şampiyonasında facia! FIA helikopteri düştü: Ölü ve yaralılar var... ,Negatif
Sen kork o zaman ben ölürsem hayalet olarak gelirim,Negatif
"Hem askerinden kork, hem askerini ziyaret et",Negatif
"Kutsal ruh dedim, Ayler, kutsal hayalet demişim gibi korkma; kork saksofonun elinde patlamasından",Negatif
Ölüden değil diriden kork diyorsun da hayalet görsen korkmayacaksın sanki.,Negatif
Avrupa'da bir hayalet dolaşıyor... kork ey çürük köhnemiş düzen!!,Negatif
"Hayaletiz hayalet , bir hayal et bir düşün kork",Negatif
Sen git o kadar hayalet avla sonra bir palyaçodan kork oluyor mu lan,Negatif
teyzemin evi hayalet ev gibi arkadaş ürktüm,Negatif
adam cama yazmış kocaman 'hayalet sütyen gelmistir' ürktüm :),Negatif
"Hasta olunca çocuklaştığımdan mı, ilaçların etkisinden mi bilmem ama balkonda uçuşan çarşafları hayalet sanıp ürktüm az önce",Negatif
Rüya mı gördüm kabus mu karar veremedim ama etkisinden çıkamıyorum ,Negatif
Rüya gibi gibiydi. Sonra kabus oldu. Uyanmam lazım.,Negatif
Rüyamda ders çalışmak zorundaydım. Rüya değil kabus adeta.,Negatif
"Kabusta rüya da aynı, ikiside geçiyor ömür gibi vakit gibi.",Negatif
Kırk yılda bir rüya görürüm o da kabus gibi bir rüya gördüm ya,Negatif
Ankara’da büyük patlama sesini duyan var mı? Çok ürktüm,Negatif
Gerçi onlarda ayrı manyak şimdi araştırınca ürktüm biraz,Negatif
Kasırgadan değil adamın bağırmasından ürktüm,Negatif
Ay ben bunu izledim ve çok mantıklı geldi bana ama ürktüm,Negatif
"Yusuf çok sinirlendi, o bakış neydi öyle ürktüm.",Negatif
"Deprem mi gök gürültüsü mü bu karar veremedim, ürktüm",Negatif
Rezil bir rüya gördüm ve bugün 19u. Biraz ürktüm...,Negatif
"Kuran çarpsın rüyamda ne gördüysem hepsi tıkır tıkır önüme geliyor bugün, ürktüm",Negatif
Bir sürü kabus gördüm bilinçaltımı kınıyorum,Negatif
Birkaç patlama gibi bahsedilmiş endişelendim ben de.,Negatif
"Gözlerini neden öyle yapıyorsun, korkuyorum",Negatif
Telefonla uğraşırken bir anda irkildim o nasıl bana bak demek ya,Negatif
Rüyamda o üçlüyü bir arada görmek rüya değil de kabus gibiydi..,Negatif
Böyle rüya mı olur kabus gibiydi resmen,Negatif
Canavarlı korkunçlu kâbus gördüm. Bilinçaltım tbt yapıyor.,Negatif
Gece sabaha kadar 50 tane kabus gördüm nasıl bir pazar sabahısın?,Negatif
Ekrana bakarken burnumu farkedip soyağacıma gore karadenizli çıkarım diye çok korktum,Negatif
Acaba bakmasam mı ben bi korktum sanki,Negatif
Ay Onur beey sizi o kadar iyi anlıyorum ki benim de düdüklü tencere fobim var,Negatif
Kendi evimden başka yere sıçamıyorum fobim var,Negatif
"Gene geldi, gene irkildim",Negatif
Forma numarasını görünce istemsizce irkildim,Negatif
"Yağmurun altında yürürken listeden Sam Smith denk geldi, iliklerime kadar irkildim",Negatif
Eve gelince uyurum diye hayal kurarken “tuğba yemek yap” sesiyle irkildim,Negatif
"Fener Rum Patrikhanesindeyim arkadan gelen hırıltıyla irkildim, amca uyuyor",Negatif
"Google mapste dolaşırken ""şşşt sınıııııf"" sesiyle irkildim",Negatif
Ve annemin “hank” geliyor demesiyle irkildim ve kendime geldim,Negatif
Bozulduğu zaman insandan daha korkunç bir yaratık yoktur.,Negatif
Harbiden beklemek en korkunç haliymiş yaşamanın!,Negatif
Ruhun ayartması korkunç bir şeydir.,Negatif
Ne yani böylesi korkunç bir dünyanın bir de cehennemi mi var?,Negatif
İnsanlar rahat bir şekilde yalan söyleyebiliyor ve anlayamıyoruz çok korkunç bu,Negatif
Yere çakılana kadar düşüşünü uçuş sanmak ne korkunç bir imtihan.,Negatif
Villada korkunç cinayet... 3 gün sonra itiraf etti ,Negatif
Hayatımın ilk travması çok küçükken evde tek başıma korku filmi izlememdi,Negatif
Evde tekim cin min korktum bir an ,Negatif
Seni kaybetmekten o kadar korktum ki kaybettim,Negatif
Ben merak edip onlar için endişelendim ama kurcaladım sandılar ve gittiler.,Negatif
"Tanımıyor olsam bile çok endiselendim, başım döndü ama başardı, yapmadı",Negatif
Her gün sağ koltukta snep atan kız bugün atmadı çok endişelendim şu an,Negatif
Belki ben çok endişelendim diye öyle düşünüyorumdur,Negatif
Yine pasaport kaybetme gibi bir olay mı oldu acaba çok endişelendim,Negatif
Çok endişelendim. Bügün zam yapılmadı. Acaba hükümetin başına bir şey mi geldi?,Negatif
Lütfen arkadaşlar imkanı olan ulaşsın çok endişelendim ben de,Negatif
Ya çok endişelendim ve ne yapacağımı bilmiyorum ,Negatif
"Depremi hissetmediğim halde hissedenler için çok endişelendim, Allah daha büyüğünden korusun",Negatif
Başınıza bir hal geldi diye çok endişelendim.,Negatif
Fransa karıştı dayan Fransa çok endişelendim çok...,Negatif
Ankara Valiliği: Patlayan bombaydı! Bombacı öldü,Negatif
Halep’te hava saldırısı: 10 ölü,Negatif
Kanada'da helikopter düştü: 3 ölü ,Negatif
"Tekirdağ’da trafik kazası : 1 ölü, 3 yaralı ",Negatif
